#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
88games;'88 Games;Arcade;;1988;Konami;Sports / Track & Field;4P alt / 2;;;good;0;;;;;;;;;
flagrall;'96 Flag Rally;Arcade;;1996;Promat?;Maze / Driving;1;;;good;0;;;;;;;;;
99lstwarb;'99: The Last War (bootleg);Arcade;repulse;1985;bootleg;Shooter / Gallery;2;;;good;0;;repulse;;;;;;;
99lstwark;'99: The Last War (Kyugo);Arcade;repulse;1985;Crux / Kyugo;Shooter / Gallery;2;;;good;0;;repulse;;;;;;;
99lstwar;'99: The Last War (set 1);Arcade;repulse;1985;Crux / Proma;Shooter / Gallery;2;;;good;0;;repulse;;;;;;;
99lstwara;'99: The Last War (set 2);Arcade;repulse;1985;Crux / Proma;Shooter / Gallery;2;;;good;0;;repulse;;;;;;;
10yard85;10-Yard Fight '85 (US, Taito license);Arcade;10yard;1985;Irem (Taito license);Sports / Football;2;;;good;0;;10yard;;;;;;;
10yardj;10-Yard Fight (Japan);Arcade;10yard;1983;Irem;Sports / Football;2;;;good;0;;10yard;;;;;;;
10yard;10-Yard Fight (World, set 1);Arcade;;1983;Irem;Sports / Football;2;;;good;0;;;;;;;;;
gtmro;1000 Miglia: Great 1000 Miles Rally (94/05/10);Arcade;gtmr;1994;Kaneko;Driving / Race;2;;;good;0;;gtmr;;;;;;;
gtmrb;1000 Miglia: Great 1000 Miles Rally (94/05/26);Arcade;gtmr;1994;Kaneko;Driving / Race;2;;;good;0;;gtmr;;;;;;;
gtmra;1000 Miglia: Great 1000 Miles Rally (94/06/13);Arcade;gtmr;1994;Kaneko;Driving / Race;2;;;good;0;;gtmr;;;;;;;
gtmr;1000 Miglia: Great 1000 Miles Rally (Taiwan 94/07/18);Arcade;;1994;Kaneko;Driving / Race;2;;;good;0;;;;;;;;;
cprogolf18;18 Challenge Pro Golf (DECO Cassette) (Japan);Arcade;cprogolf;1982;Data East Corporation;Sports / Golf;2;;;good;0;;cprogolf;;;;;;;
progolf;18 Holes Pro Golf (set 1);Arcade;;1981;Data East Corporation;Sports / Golf;2;;;good;0;;;;;;;;;
1941j;1941: Counter Attack (Japan);Arcade;1941;1990;Capcom;Shooter / Flying Vertical;2;;;good;0;;1941;;;;;;;
1941u;1941: Counter Attack (USA 900227);Arcade;1941;1990;Capcom;Shooter / Flying Vertical;2;;;good;0;;1941;;;;;;;
1941;1941: Counter Attack (World 900227);Arcade;;1990;Capcom;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1941r1;1941: Counter Attack (World);Arcade;1941;1990;Capcom;Shooter / Flying Vertical;2;;;good;0;;1941;;;;;;;
1942c64;1942 (C64 Music);Arcade;1942;2015;hack by Minwah;Shooter / Flying Vertical;2;;;good;0;;1942;;;;;;;
1942b;1942 (First Version);Arcade;1942;1984;Capcom;Shooter / Flying Vertical;2;;;good;0;;1942;;;;;;;
1942a;1942 (Revision A);Arcade;1942;1984;Capcom;Shooter / Flying Vertical;2;;;good;0;;1942;;;;;;;
1942abl;1942 (Revision A, bootleg);Arcade;1942;1984;Capcom;Shooter / Flying Vertical;2;;;good;0;;1942;;;;;;;
1942;1942 (Revision B);Arcade;;1984;Capcom;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1942w;1942 (Williams Electronics license);Arcade;1942;1985;Capcom (Williams Electronics license);Shooter / Flying Vertical;2;;;good;0;;1942;;;;;;;
1943kai;1943 Kai: Midway Kaisen (Japan);Arcade;;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1943b;1943: Battle of Midway (bootleg set 1, hack of Japan set);Arcade;1943;1987;bootleg;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943b2;1943: Battle of Midway (bootleg set 2, hack of Japan set);Arcade;1943;1987;bootleg;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943bj;1943: Midway Kaisen (bootleg);Arcade;1943;1987;bootleg;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943ja;1943: Midway Kaisen (Japan);Arcade;1943;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943jah;1943: Midway Kaisen (Japan, no protection hack);Arcade;1943;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943jaha;1943: Midway Kaisen (Japan, no protection hack, alt);Arcade;1943;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943j;1943: Midway Kaisen (Japan, Rev B);Arcade;1943;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943;1943: The Battle of Midway (Euro);Arcade;;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1943ua;1943: The Battle of Midway (US);Arcade;1943;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943u;1943: The Battle of Midway (US, Rev C);Arcade;1943;1987;Capcom;Shooter / Flying Vertical;2;;;good;0;;1943;;;;;;;
1943mii;1943: The Battle of Midway Mark II (US);Arcade;;1988;Capcom;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1944;1944: The Loop Master (Europe 000620);Arcade;;2000;Eighting / Raizing (Capcom license);Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1944j;1944: The Loop Master (Japan 000620);Arcade;1944;2000;Eighting / Raizing (Capcom license);Shooter / Flying Vertical;2;;;good;0;;1944;;;;;;;
1944ad;1944: The Loop Master (USA 000620 alt Phoenix Edition) (bootleg);Arcade;1944;2000;bootleg;Shooter / Flying Vertical;2;;;good;0;;1944;;;;;;;
1944d;1944: The Loop Master (USA 000620 Phoenix Edition) (bootleg);Arcade;1944;2000;bootleg;Shooter / Flying Vertical;2;;;good;0;;1944;;;;;;;
1944u;1944: The Loop Master (USA 000620);Arcade;1944;2000;Eighting / Raizing (Capcom license);Shooter / Flying Vertical;2;;;good;0;;1944;;;;;;;
bgareggabl;1945 Er Dai / 1945 Part-2 (Chinese hack of Battle Garegga);Arcade;bgaregga;1998;bootleg (Melody);Shooter / Flying Vertical;2;;;good;0;;bgaregga;;;;;;;
1945kiiin;1945k III (newer, OPCX1 PCB);Arcade;1945kiii;2000;Oriental Soft;Shooter / Flying Vertical;2;;;good;0;;1945kiii;;;;;;;
1945kiii;1945k III (newer, OPCX2 PCB);Arcade;;2000;Oriental Soft;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
1945kiiio;1945k III (older, OPCX1 PCB);Arcade;1945kiii;1999;Oriental Soft;Shooter / Flying Vertical;2;;;good;0;;1945kiii;;;;;;;
spikes91;1991 Spikes (Italian bootleg, set 1);Arcade;pspikes;1991;bootleg;Sports / Volleyball;2;;;good;0;;pspikes;;;;;;;
spikes91b;1991 Spikes (Italian bootleg, set 2);Arcade;pspikes;1991;bootleg;Sports / Volleyball;2;;;good;0;;pspikes;;;;;;;
19xxar1;19XX: The War Against Destiny (Asia 951207);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxa;19XX: The War Against Destiny (Asia 960104);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxb;19XX: The War Against Destiny (Brazil 951218);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xx;19XX: The War Against Destiny (Europe 960104);Arcade;;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
19xxh;19XX: The War Against Destiny (Hispanic 951218);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxjr2;19XX: The War Against Destiny (Japan 951207);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxjr1;19XX: The War Against Destiny (Japan 951225);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxj;19XX: The War Against Destiny (Japan 960104, yellow case);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxd;19XX: The War Against Destiny (USA 951207 Phoenix Edition) (bootleg);Arcade;19xx;1996;bootleg;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19xxu;19XX: The War Against Destiny (USA 951207);Arcade;19xx;1996;Capcom;Shooter / Flying Vertical;2;;;good;0;;19xx;;;;;;;
19yy;19YY (Neo CD conversion, ADK World);Arcade;;2022;hack;System / BIOS;BIOS;;;good;0;;neogeo;;;;;;;
19yyo;19YY (Neo CD conversion, ADK World)(Original release);Arcade;19yy;2022;hack;;;;;good;0;;19yy;;;;;;;
openice;2 On 2 Open Ice Challenge (rev 1.21);Arcade;;1995;Midway;Sports / Hockey;4;;;good;0;;;;;;;;;
openicea;2 On 2 Open Ice Challenge (rev 1.2A);Arcade;openice;1995;Midway;Sports / Hockey;4;;;good;0;;openice;;;;;;;
2020bbcd;2020 Super Baseball (Neo CD conversion);Arcade;2020bb;1991;hack;Sports / Baseball;2;;;good;0;;2020bb;;;;;;;
2020bb;2020 Super Baseball (set 1);Arcade;;1991;SNK / Pallas;Sports / Baseball;2;;;good;0;;neogeo;;;;;;;
2020bba;2020 Super Baseball (set 2);Arcade;2020bb;1991;SNK / Pallas;Sports / Baseball;2;;;good;0;;2020bb;;;;;;;
2020bbh;2020 Super Baseball (set 3);Arcade;2020bb;1991;SNK / Pallas;Sports / Baseball;2;;;good;0;;2020bb;;;;;;;
test240p;240p Test Suite (v1.0);Arcade;;2023;Artemio;System / BIOS;BIOS;;;good;0;;neogeo;;;;;;;
the26thz;The 26th Z (Japan, location test);Arcade;alphaxz;1986;Ed Co., Ltd. (Taito license);Shooter / Flying Vertical;2;;;good;0;;alphaxz;;;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043 ~ NGH-043);Arcade;;1993;SNK;Sports / Wrestling;2;;;good;0;;neogeo;;;;;;;
3countba;3 Count Bout / Fire Suplex (NGM-043);Arcade;3countb;1993;SNK;Sports / Wrestling;2;;;good;0;;3countb;;;;;;;
3on3dunk;3 On 3 Dunk Madness (US, prototype? 1997/02/04);Arcade;;1996;Video System Co.;Sports / Basketball;2;;;good;0;;;;;;;;;
tceptor2;3-D Thunder Ceptor II;Arcade;tceptor;1986;Namco;Shooter / Flying (chase view);1;;;good;0;;tceptor;;;;;;;
3x3puzzl;3X3 Puzzle (Enterprise);Arcade;;1998;Ace Enterprise;Puzzle / Multi-Games * Mature *;1;;;good;0;;;;;;;;;
3x3puzzla;3X3 Puzzle (Normal);Arcade;3x3puzzl;1998;Ace Enterprise;Puzzle / Multi-Games * Mature *;1;;;good;0;;3x3puzzl;;;;;;;
4enraya;4 En Raya (set 1);Arcade;;1990;IDSA;Puzzle / Solved Game;2;;;good;0;;;;;;;;;
4enrayaa;4 En Raya (set 2);Arcade;4enraya;1990;IDSA;Puzzle / Solved Game;2;;;good;0;;4enraya;;;;;;;
4in1;4 Fun in 1;Arcade;;1981;Armenia / Food and Fun;MultiGame / Compilation;2;;;good;0;;;;;;;;;
4play;4 player input test;Arcade;;???;SNK;System / BIOS;BIOS;;;good;0;;neogeo;;;;;;;
4dwarrio;4-D Warriors (315-5162);Arcade;;1985;Coreland / Sega;Shooter / Flying Horizontal;2;;;good;0;;;;;;;;;
600;600;Arcade;turtles;1981;Konami;Maze / Collect;2;;;good;0;;turtles;;;;;;;
64streetj;64th. Street - A Detective Story (Japan, set 1);Arcade;64street;1991;Jaleco;Fighter / 2.5D;2;;;good;0;;64street;;;;;;;
64streetja;64th. Street - A Detective Story (Japan, set 2);Arcade;64street;1991;Jaleco;Fighter / 2.5D;2;;;good;0;;64street;;;;;;;
64street;64th. Street - A Detective Story (World);Arcade;;1991;Jaleco;Fighter / 2.5D;2;;;good;0;;;;;;;;;
7ordi;7 Ordi (Korea);Arcade;;2002;Yun Sung;Casino / Cards * Mature *;1;;;good;0;;;;;;;;;
800fath;800 Fathoms;Arcade;mariner;1981;Amenip (US Billiards Inc. license);Shooter / Misc. Horizontal;2;;;good;0;;mariner;;;;;;;
800fatha;800 Fathoms (older);Arcade;mariner;1981;Amenip (US Billiards Inc. license);Shooter / Misc. Horizontal;2;;;good;0;;mariner;;;;;;;
ad2083;A. D. 2083;Arcade;;1983;Midcoin;Shooter / Field;2;;;good;0;;;;;;;;;
abcopjd;A.B. Cop (Japan) (bootleg of FD1094 317-0169b set);Arcade;abcop;1990;bootleg;Driving / Motorbike;1;;;good;0;;abcop;;;;;;;
abcopj;A.B. Cop (Japan) (FD1094 317-0169b);Arcade;abcop;1990;Sega;Driving / Motorbike;1;;;good;0;;abcop;;;;;;;
abcopd;A.B. Cop (World) (bootleg of FD1094 317-0169b set);Arcade;abcop;1990;bootleg;Driving / Motorbike;1;;;good;0;;abcop;;;;;;;
abcop;A.B. Cop (World) (FD1094 317-0169b);Arcade;;1990;Sega;Driving / Motorbike;1;;;good;0;;;;;;;;;
abscam;Abscam;Arcade;puckman;1981;GL (US Billiards license);Maze / Collect;2;;;good;0;;puckman;;;;;;;
abyssali;Abyssal Infants;Arcade;;2021;Kako Eimon;System / BIOS;BIOS;;;good;0;;neogeo;;;;;;;
aceattac;Ace Attacker (FD1094 317-0059);Arcade;;1988;Sega;Sports / Volleyball;2;;;good;0;;;;;;;;;
aceattaca;Ace Attacker (Japan, System 16A, FD1094 317-0060);Arcade;aceattac;1988;Sega;Sports / Volleyball;2;;;good;0;;aceattac;;;;;;;
acrobatm;Acrobat Mission;Arcade;;1991;UPL (Taito license);Shooter / Flying Vertical;2;;;good;0;;nmk004;;;;;;;
dogfgt;Acrobatic Dog-Fight;Arcade;;1984;Technos Japan;Shooter / Flying;2;;;good;0;;;;;;;;;
dogfgtu;Acrobatic Dog-Fight (USA);Arcade;dogfgt;1985;Technos Japan (Data East USA, Inc. license);Shooter / Flying;2;;;good;0;;dogfgt;;;;;;;
actfancrj;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);Arcade;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2;;;good;0;;actfancr;;;;;;;
actfancr1;Act-Fancer Cybernetick Hyper Weapon (World revision 1);Arcade;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2;;;good;0;;actfancr;;;;;;;
actfancr2;Act-Fancer Cybernetick Hyper Weapon (World revision 2);Arcade;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2;;;good;0;;actfancr;;;;;;;
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 3);Arcade;;1989;Data East Corporation;Platform / Shooter Scrolling;2;;;good;0;;;;;;;;;
afighter;Action Fighter (FD1089A 317-0018);Arcade;;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;;;;;;;;
afighterc;Action Fighter (FD1089B 317-unknown);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afighterd;Action Fighter (FD1089B 317-unknown, analog controls);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afighterh;Action Fighter (System 16B, FD1089A 317-0018);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afighterg;Action Fighter (System 16B, FD1089B 317-unknown);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afighterf;Action Fighter (System 16B, FD1089B 317-unknown, analog controls);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afightere;Action Fighter (System 16B, unprotected, analog controls);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afightera;Action Fighter (unprotected);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
afighterb;Action Fighter (unprotected, analog controls);Arcade;afighter;1986;Sega;Shooter / Misc. Vertical;2;;;good;0;;afighter;;;;;;;
actionhw;Action Hollywood;Arcade;;1995;TCH / Proyesel;Maze / Change Surface;2;;;good;0;;;;;;;;;
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);Arcade;;1990;Capcom;Quiz / Questions in Japanese;2;;;good;0;;;;;;;;;
cworld2j;Adventure Quiz Capcom World 2 (Japan 920611);Arcade;;1992;Capcom;Quiz / Questions in Japanese;2;;;good;0;;;;;;;;;
cworld2ja;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 90629B-3, no battery);Arcade;cworld2j;1992;Capcom;Quiz / Questions in Japanese;2;;;good;0;;cworld2j;;;;;;;
cworld2jb;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 91634B-2);Arcade;cworld2j;1992;Capcom;Quiz / Questions in Japanese;2;;;good;0;;cworld2j;;;;;;;
aerfboot;Aero Fighters (bootleg, set 1);Arcade;aerofgt;1992;bootleg;Shooter / Flying Vertical;2;;;preliminary;0;;aerofgt;;;;;;;
aerfboo2;Aero Fighters (bootleg, set 2);Arcade;aerofgt;1992;bootleg;Shooter / Flying Vertical;2;;;preliminary;0;;aerofgt;;;;;;;
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);Arcade;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2;;;good;0;;aerofgt;;;;;;;
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);Arcade;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2;;;good;0;;aerofgt;;;;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);Arcade;;1992;Video System Co.;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
sonicwi2;Aero Fighters 2 / Sonic Wings 2;Arcade;;1994;Video System Co.;Shooter / Flying Vertical;2;;;good;0;;neogeo;;;;;;;
sonicwi3;Aero Fighters 3 / Sonic Wings 3;Arcade;;1995;Video System Co.;Shooter / Flying Vertical;2;;;good;0;;neogeo;;;;;;;
aeroboto;Aeroboto;Arcade;formatz;1984;Jaleco (Williams license);Shooter / Misc. Horizontal;2;;;good;0;;formatz;;;;;;;
aerolitos;Aerolitos (Spanish bootleg of Asteroids);Arcade;asteroid;1980;bootleg (Rodmar Elec.);Shooter / Field;2;;;good;0;;asteroid;;;;;;;
aerolitol;Aerolitos Espaciales (Spanish bootleg of Asteroids);Arcade;asteroid;1980;bootleg (Pasatiempos Laguna);Shooter / Field;2;;;good;0;;asteroid;;;;;;;
aburner;After Burner;Arcade;aburner2;1987;Sega;Shooter / Flying (chase view);1;;;good;0;;aburner2;;;;;;;
aburner2;After Burner II;Arcade;;1987;Sega;Shooter / Flying (chase view);1;;;good;0;;;;;;;;;
aburner2g;After Burner II (German);Arcade;aburner2;1987;Sega;Shooter / Flying (chase view);1;;;good;0;;aburner2;;;;;;;
aoh;Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07);Arcade;;2001;Unico;Fighter / 2.5D;2;;;good;0;;;;;;;;;
superbon;Agent Super Bond (Super Cobra conversion, encrypted);Arcade;;1985;Signatron USA;Maze / Shooter Small;2;;;good;0;;;;;;;;;
agentx1;Agent X (prototype, rev 1);Arcade;cloak;1983;Atari;Shooter / Field;2;;;good;0;;cloak;;;;;;;
agentx2;Agent X (prototype, rev 2);Arcade;cloak;1983;Atari;Shooter / Field;2;;;good;0;;cloak;;;;;;;
agentx3;Agent X (prototype, rev 3);Arcade;cloak;1983;Atari;Shooter / Field;2;;;good;0;;cloak;;;;;;;
agentx4;Agent X (prototype, rev 4);Arcade;cloak;1983;Atari;Shooter / Field;2;;;good;0;;cloak;;;;;;;
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008 ~ ADH-008);Arcade;;1994;ADK / SNK;Fighter / Versus;2;;;good;0;;neogeo;;;;;;;
agressb;Agress - Missile Daisenryaku (English bootleg);Arcade;agress;2003;bootleg;Puzzle / Sliding;2;;;good;0;;agress;;;;;;;
agress;Agress - Missile Daisenryaku (Japan);Arcade;;1991;Palco;Puzzle / Sliding;2;;;good;0;;;;;;;;;
koshien;Ah Eikou no Koshien (Japan);Arcade;;1990;Taito Corporation;Sports / Baseball;2;;;good;0;;;;;;;;;
airass;Air Assault (World);Arcade;;1993;Irem;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
airattck;Air Attack (set 1);Arcade;;1996;Comad;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
airattcka;Air Attack (set 2);Arcade;airattck;1996;Comad;Shooter / Flying Vertical;2;;;good;0;;airattck;;;;;;;
airbustrb;Air Buster: Trouble Specialty Raid Unit (bootleg);Arcade;airbustr;1990;bootleg;Shooter / Flying Horizontal;2;;;good;0;;airbustr;;;;;;;
airbustrj;Air Buster: Trouble Specialty Raid Unit (Japan);Arcade;airbustr;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2;;;good;0;;airbustr;;;;;;;
airbustr;Air Buster: Trouble Specialty Raid Unit (World);Arcade;;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2;;;good;0;;;;;;;;;
airdueljm72;Air Duel (Japan, M72 hardware);Arcade;airduel;1990;Irem;Shooter / Flying Vertical;2;;;good;0;;airduel;;;;;;;
airduelu;Air Duel (US location test, M82 hardware);Arcade;airduel;1990;Irem America;Shooter / Flying Vertical;2;;;good;0;;airduel;;;;;;;
airduelm72;Air Duel (World, M72 hardware);Arcade;airduel;1990;Irem;Shooter / Flying Vertical;2;;;good;0;;airduel;;;;;;;
airduel;Air Duel (World, M82 hardware);Arcade;;1990;Irem;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
agallet;Air Gallet (Europe);Arcade;;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
agalleth;Air Gallet (Hong Kong);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletk;Air Gallet (Korea);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalleta;Air Gallet (older, Europe);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletah;Air Gallet (older, Hong Kong);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletak;Air Gallet (older, Korea);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletat;Air Gallet (older, Taiwan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletau;Air Gallet (older, USA);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agallett;Air Gallet (Taiwan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletu;Air Gallet (USA);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
arescuej;Air Rescue (Japan);Arcade;arescue;1992;Sega;Shooter / Flying 1st Person;2;;;good;0;;arescue;;;;;;;
arescueu;Air Rescue (US);Arcade;arescue;1992;Sega;Shooter / Flying 1st Person;2;;;good;0;;arescue;;;;;;;
arescue;Air Rescue (World);Arcade;;1992;Sega;Shooter / Flying 1st Person;2;;;good;0;;;;;;;;;
airwolf;Airwolf;Arcade;;1987;Kyugo;Shooter / Flying Horizontal;2;;;good;0;;;;;;;;;
airwolfa;Airwolf (US);Arcade;airwolf;1987;Kyugo (United Amusements license);Shooter / Flying Horizontal;2;;;good;0;;airwolf;;;;;;;
ajax;Ajax;Arcade;;1987;Konami;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
ajaxj;Ajax (Japan);Arcade;ajax;1987;Konami;Shooter / Flying Vertical;2;;;good;0;;ajax;;;;;;;
akatana;Akai Katana (2010/ 8/13 MASTER VER.);Arcade;;2010;Cave;;;;;good;0;;;;;;;;;
akazukin;Akazukin (Japan);Arcade;;1983;Sigma;Shooter / Firelock;2;;;good;0;;;;;;;;;
akkaarrh;Akka Arrh (prototype);Arcade;;1982;Atari;Shooter / Field;2;;;good;0;;;;;;;;;
akkanvdr;Akkanbeder (Ver 2.5J 1995/06/14);Arcade;spcinv95;1995;Taito Corporation;Shooter / Gallery;2;;;good;0;;spcinv95;;;;;;;
akumajoun;Akuma-Jou Dracula (Japan version N);Arcade;hcastle;1988;Konami;Platform / Fighter Scrolling;2;;;good;0;;hcastle;;;;;;;
akumajou;Akuma-Jou Dracula (Japan version P);Arcade;hcastle;1988;Konami;Platform / Fighter Scrolling;2;;;good;0;;hcastle;;;;;;;
agalletj;Akuu Gallet (Japan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
agalletaj;Akuu Gallet (older, Japan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2;;;good;0;;agallet;;;;;;;
alcon;Alcon (US);Arcade;;1986;Toaplan / Taito America Corp.;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
alexkidd1;Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021);Arcade;alexkidd;1986;Sega;Platform / Run, Jump & Scrolling;2;;;good;0;;alexkidd;;;;;;;
alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);Arcade;;1986;Sega;Platform / Run, Jump & Scrolling;2;;;good;0;;;;;;;;;
alibaba;Ali Baba and 40 Thieves;Arcade;;1982;Sega;Maze / Collect;2;;;good;0;;;;;;;;;
alienar;Alien Arena;Arcade;;1985;Duncan Brown;Maze / Collect;2;;;good;0;;;;;;;;;
alienaru;Alien Arena (Stargate upgrade);Arcade;alienar;1985;Duncan Brown;Maze / Collect;2;;;good;0;;alienar;;;;;;;
aa;Alien Armada;Arcade;;2003;David Widel;;;;;good;0;;;;;;;;;
alienchac;Alien Challenge (China);Arcade;aliencha;1994;IGS;Fighter / Versus;2;;;good;0;;aliencha;;;;;;;
aliencha;Alien Challenge (World);Arcade;;1994;IGS;Fighter / Versus;2;;;good;0;;;;;;;;;
alinvade;Alien Invaders;Arcade;;198?;Forbes?;Shooter / Gallery;2;;;good;0;;;;;;;;;
alienres;Alien Rescue (Homebrew, Test Build July 2019);Arcade;;2019;MonstersGoBoom;;;;;good;0;;;;;;;;;
aliensec;Alien Sector;Arcade;;1985;Namco;Shooter / Flying Horizontal;2;;;good;0;;;;;;;;;
astormjd;Alien Storm (Japan, 2 Players) (bootleg of FD1094 317-0146 set);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;2;;;good;0;;astorm;;;;;;;
astormj;Alien Storm (Japan, 2 Players) (FD1094 317-0146);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;2;;;good;0;;astorm;;;;;;;
astormud;Alien Storm (US, 3 Players) (bootleg of FD1094 317-0147 set);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;3;;;good;0;;astorm;;;;;;;
astormu;Alien Storm (US, 3 Players) (FD1094 317-0147);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;3;;;good;0;;astorm;;;;;;;
astorm;Alien Storm (World, 2 Players) (FD1094 317-0154);Arcade;;1990;Sega;Platform / Shooter Scrolling;2;;;good;0;;;;;;;;;
astorm3d;Alien Storm (World, 3 Players) (bootleg of FD1094 317-0148 set);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;3;;;good;0;;astorm;;;;;;;
